No,FULL ADDRESS,long,lat,dep_time_1,drive_arr_time_1,drive_dis_1,drive_dur_1,drive_dur_in_traffic_1,drive_notes_1,dep_time_2,drive_arr_time_2,drive_dis_2,drive_dur_2,drive_dur_in_traffic_2,drive_notes_2,dep_time_3,drive_arr_time_3,drive_dis_3,drive_dur_3,drive_dur_in_traffic_3,drive_notes_3,dep_time_4,drive_arr_time_4,drive_dis_4,drive_dur_4,drive_dur_in_traffic_4,drive_notes_4,dep_time_5,drive_arr_time_5,drive_dis_5,drive_dur_5,drive_dur_in_traffic_5,drive_notes_5,dep_time_6,drive_arr_time_6,drive_dis_6,drive_dur_6,drive_dur_in_traffic_6,drive_notes_6,dep_time_7,drive_arr_time_7,drive_dis_7,drive_dur_7,drive_dur_in_traffic_7,drive_notes_7,dep_time_8,drive_arr_time_8,drive_dis_8,drive_dur_8,drive_dur_in_traffic_8,drive_notes_8,dep_time_9,drive_arr_time_9,drive_dis_9,drive_dur_9,drive_dur_in_traffic_9,drive_notes_9,dep_time_10,drive_arr_time_10,drive_dis_10,drive_dur_10,drive_dur_in_traffic_10,drive_notes_10,dep_time_11,drive_arr_time_11,drive_dis_11,drive_dur_11,drive_dur_in_traffic_11,drive_notes_11,dep_time_12,drive_arr_time_12,drive_dis_12,drive_dur_12,drive_dur_in_traffic_12,drive_notes_12,dep_time_13,drive_arr_time_13,drive_dis_13,drive_dur_13,drive_dur_in_traffic_13,drive_notes_13,dep_time_14,drive_arr_time_14,drive_dis_14,drive_dur_14,drive_dur_in_traffic_14,drive_notes_14
1,XXXX,XXXX,XXXX,2021-02-23T11:00:00+00:00,2021-02-23T11:21:32+00:00,9.6 mi,22 mins,25 mins,,2021-02-23T11:30:00+00:00,2021-02-23T11:51:32+00:00,9.6 mi,22 mins,27 mins,,2021-02-23T12:00:00+00:00,2021-02-23T12:21:32+00:00,9.6 mi,22 mins,27 mins,,2021-02-23T12:30:00+00:00,2021-02-23T12:51:32+00:00,9.6 mi,22 mins,29 mins,,2021-02-23T13:00:00+00:00,2021-02-23T13:21:32+00:00,9.6 mi,22 mins,30 mins,,2021-02-23T13:30:00+00:00,2021-02-23T13:51:32+00:00,9.6 mi,22 mins,30 mins,,2021-02-23T14:00:00+00:00,2021-02-23T14:21:32+00:00,9.6 mi,22 mins,30 mins,,2021-02-23T20:00:00+00:00,2021-02-23T20:21:46+00:00,9.6 mi,22 mins,39 mins,,2021-02-23T20:30:00+00:00,2021-02-23T20:51:46+00:00,9.6 mi,22 mins,38 mins,,2021-02-23T21:00:00+00:00,2021-02-23T21:21:46+00:00,9.6 mi,22 mins,38 mins,,2021-02-23T21:30:00+00:00,2021-02-23T21:51:46+00:00,9.6 mi,22 mins,38 mins,,2021-02-23T22:00:00+00:00,2021-02-23T22:21:46+00:00,9.6 mi,22 mins,37 mins,,2021-02-23T22:30:00+00:00,2021-02-23T22:51:46+00:00,9.6 mi,22 mins,36 mins,,2021-02-23T23:00:00+00:00,2021-02-23T23:21:46+00:00,9.6 mi,22 mins,35 mins,
